Start,End,INV_DATE,xCORPCODE,xSITECODE,xTANK,xPUMP,xNOZZLE,xYEAR,xMONTH,xDAY,xTRANSACTION,Price,AmountDB,Amount,Calibration,Volume,ItemCode,Particulars,Opening,Closing,nozdown,InTime,OutTime,Liters,xOID,xONAME,Shift,plateno,pono,cust,TransCount
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17195,55.85,99.9715,100.00000000000001,0,1.79,PET001,BIODIESEL,297202.66,297204.45,20240308153130618,16:31:00,16:32:00,1.790000000037253,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17198,55.85,1999.9885000000002,1999.9999999999982,0,35.81,PET001,BIODIESEL,297213.4,297249.21,20240308173654573,18:25:00,18:26:00,35.80999999999767,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17198,55.85,1000.2735,1000.0000000000005,0,17.91,PET001,BIODIESEL,297249.21,297267.12,20240308175118067,18:25:00,18:26:00,17.90999999997439,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17198,55.85,199.943,200.00000000000003,0,3.58,PET001,BIODIESEL,297267.12,297270.7,20240308182327218,18:25:00,18:26:00,3.580000000016298,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-09,13,1166,1,1,1,2024,3,9,17216,55.85,1000.2735,1000.0000000000005,0,17.91,PET001,BIODIESEL,297431.26,297449.17,20240309153533799,16:40:00,16:41:00,17.90999999997439,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-09,13,1166,1,1,1,2024,3,9,17217,55.85,79.8655,79.99999999999993,0,1.43,PET001,BIODIESEL,297484.98,297486.41,20240309164618051,16:47:00,16:47:00,1.429999999993015,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-09,13,1166,1,1,1,2024,3,9,17220,55.85,1999.9885000000002,1999.9999999999982,0,35.81,PET001,BIODIESEL,297486.41,297522.22,20240309171034661,18:54:00,18:55:00,35.80999999999767,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-09,13,1166,1,1,1,2024,3,9,17220,55.85,3541.4485,3541.449999999998,0,63.41,PET001,BIODIESEL,297522.22,297585.63,20240309185222059,18:54:00,18:55:00,63.410000000032596,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-16,13,1166,1,1,1,2024,3,16,17311,55.85,99.9715,100.00000000000001,0,1.79,PET001,BIODIESEL,299013.16,299014.95,20240316131939678,16:14:00,16:15:00,1.790000000037253,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-16,13,1166,1,1,1,2024,3,16,17311,55.85,3500.1195000000002,3499.999999999998,0,62.67,PET001,BIODIESEL,299014.95,299077.62,20240316142348896,16:14:00,16:15:00,62.6699999999837,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-16,13,1166,1,1,1,2024,3,16,17311,55.85,1500.131,1500.0000000000002,0,26.86,PET001,BIODIESEL,299086.57,299113.43,20240316153215868,16:14:00,16:15:00,26.85999999998603,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-16,13,1166,1,1,1,2024,3,16,17311,55.85,499.85749999999996,500,0,8.95,PET001,BIODIESEL,299077.62,299086.57,20240316151027727,16:14:00,16:15:00,8.950000000011642,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-16,13,1166,1,1,1,2024,3,16,17316,55.85,499.85749999999996,500,0,8.95,PET001,BIODIESEL,299117.01,299125.96,20240316200954608,20:48:00,20:49:00,8.950000000011642,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-16,13,1166,1,1,1,2024,3,16,17316,55.85,199.943,200.00000000000003,0,3.58,PET001,BIODIESEL,299113.43,299117.01,20240316200105851,20:48:00,20:49:00,3.580000000016298,2077,JUDY 1,3,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17353,53.35,400.125,399.9999999999998,0,7.5,PET001,BIODIESEL,299784.09,299791.59,20240319135212527,14:21:00,14:22:00,7.5,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17353,53.35,1985.687,1985.690000000001,0,37.22,PET001,BIODIESEL,299675.64,299712.86,20240319130621509,14:21:00,14:22:00,37.21999999997206,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17353,53.35,299.827,300.00000000000017,0,5.62,PET001,BIODIESEL,299712.86,299718.48,20240319131410898,14:21:00,14:22:00,5.619999999995343,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17353,53.35,1300.1395,1300.1399999999992,0,24.37,PET001,BIODIESEL,299722.23,299746.6,20240319134444702,14:21:00,14:22:00,24.369999999995343,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17353,53.35,200.0625,199.9999999999999,0,3.75,PET001,BIODIESEL,299718.48,299722.23,20240319132727774,14:21:00,14:22:00,3.75,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17353,53.35,2000.0915000000002,2000.0000000000011,0,37.49,PET001,BIODIESEL,299746.6,299784.09,20240319134955013,14:21:00,14:22:00,37.490000000048894,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17353,53.35,379.85200000000003,379.85,0,7.12,PET001,BIODIESEL,299668.52,299675.64,20240319123255747,14:21:00,14:22:00,7.119999999995343,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17354,53.35,999.779,999.9999999999993,0,18.74,PET001,BIODIESEL,299810.33,299829.07,20240319154223700,15:49:00,15:50:00,18.739999999990687,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17354,53.35,999.779,999.9999999999993,0,18.74,PET001,BIODIESEL,299791.59,299810.33,20240319145851421,15:49:00,15:50:00,18.739999999990687,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17355,53.35,99.76450000000001,100,0,1.87,PET001,BIODIESEL,299853.44,299855.31,20240319163959485,17:21:00,17:22:00,1.8699999999953434,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17355,53.35,800.25,799.9999999999995,0,15,PET001,BIODIESEL,299829.07,299844.07,20240319160918754,17:21:00,17:22:00,15,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17355,53.35,999.779,999.9999999999993,0,18.74,PET001,BIODIESEL,299855.31,299874.05,20240319165457665,17:21:00,17:22:00,18.739999999990687,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17355,53.35,499.8895,499.99999999999966,0,9.37,PET001,BIODIESEL,299874.05,299883.42,20240319170418611,17:21:00,17:22:00,9.369999999995343,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17355,53.35,299.827,300.00000000000017,0,5.62,PET001,BIODIESEL,299883.42,299889.04,20240319172128615,17:21:00,17:22:00,5.619999999995343,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17355,53.35,499.8895,499.99999999999966,0,9.37,PET001,BIODIESEL,299844.07,299853.44,20240319161428820,17:21:00,17:22:00,9.369999999995343,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17356,53.35,4280.804,4280.799999999996,0,80.24,PET001,BIODIESEL,299892.23,299972.47,20240319183553729,20:25:00,20:25:00,80.23999999999069,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17356,53.35,56017.5,56017.5,0,1050,PET001,BIODIESEL,299972.47,301022.47,20240319194853552,20:25:00,20:25:00,1050,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17356,53.35,170.1865,169.9999999999999,0,3.19,PET001,BIODIESEL,299889.04,299892.23,20240319181441838,20:25:00,20:25:00,3.1900000000023283,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17356,53.35,2250.303,2250.300000000001,0,42.18,PET001,BIODIESEL,301031.84,301074.02,20240319195309195,20:25:00,20:25:00,42.179999999993015,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-19,13,1166,1,1,1,2024,3,19,17356,53.35,499.8895,499.99999999999966,0,9.37,PET001,BIODIESEL,301022.47,301031.84,20240319195000747,20:25:00,20:25:00,9.370000000053551,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17387,53.09,1235.4043000000001,1235.399999999999,0,23.27,PET001,BIODIESEL,301653.26,301676.53,20240323062045853,08:10:00,08:10:00,23.270000000018626,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17388,53.09,2899.7758,2899.78,0,54.62,PET001,BIODIESEL,301598.64,301653.26,20240323060055166,08:11:00,08:11:00,54.61999999999534,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17388,53.09,200.1493,200.00000000000006,0,3.77,PET001,BIODIESEL,301676.53,301680.3,20240323065931844,08:11:00,08:11:00,3.769999999960419,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17388,53.09,1499.7925,1500.0000000000011,0,28.25,PET001,BIODIESEL,301680.3,301708.55,20240323071813039,08:11:00,08:11:00,28.25,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17388,53.09,1000.2156000000001,999.9999999999992,0,18.84,PET001,BIODIESEL,301708.55,301727.39,20240323080916313,08:11:00,08:11:00,18.84000000002561,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17390,53.09,1499.7925,1500.0000000000011,0,28.25,PET001,BIODIESEL,301727.39,301755.64,20240323092452901,10:00:00,10:01:00,28.25,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17390,53.09,299.9585,300.0000000000002,0,5.65,PET001,BIODIESEL,301755.64,301761.29,20240323094055735,10:00:00,10:01:00,5.649999999965075,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17391,53.09,570.1866,569.9999999999998,0,10.74,PET001,BIODIESEL,301761.29,301772.03,20240323103730510,11:35:00,11:36:00,10.740000000048894,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17391,53.09,49.9046,49.999999999999964,0,0.94,PET001,BIODIESEL,301772.03,301772.97,20240323111521783,11:35:00,11:36:00,0.9399999999441206,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17391,53.09,500.10780000000005,499.9999999999996,0,9.42,PET001,BIODIESEL,301772.97,301782.39,20240323112541381,11:35:00,11:36:00,9.42000000004191,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-23,13,1166,1,1,1,2024,3,23,17391,53.09,1000.2156000000001,999.9999999999992,0,18.84,PET001,BIODIESEL,301782.39,301801.23,20240323113358145,11:35:00,11:36:00,18.839999999967404,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17469,54.19,999.8054999999999,1000.0000000000008,0,18.45,PET001,BIODIESEL,305117.1,305135.55,20240328134757997,14:03:00,14:03:00,18.45000000001164,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17469,54.19,500.1737,499.99999999999994,0,9.23,PET001,BIODIESEL,305101.65,305110.88,20240328133217332,14:03:00,14:03:00,9.229999999981374,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17469,54.19,100.25150000000001,100.00000000000009,0,1.85,PET001,BIODIESEL,305115.25,305117.1,20240328133534839,14:03:00,14:03:00,1.849999999976717,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17469,54.19,236.81029999999998,236.80999999999992,0,4.37,PET001,BIODIESEL,305110.88,305115.25,20240328133408596,14:03:00,14:03:00,4.369999999995343,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17470,54.19,3000.5002999999997,3000.5000000000023,0,55.37,PET001,BIODIESEL,305135.55,305190.92,20240328142623369,15:15:00,15:15:00,55.36999999999534,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17471,54.19,3500.1321000000003,3499.999999999998,0,64.59,PET001,BIODIESEL,305190.92,305255.51,20240328151342792,15:17:00,15:17:00,64.59000000002561,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17472,54.19,1449.5825,1449.5800000000006,0,26.75,PET001,BIODIESEL,305255.51,305282.26,20240328153233446,16:03:00,16:03:00,26.75,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17472,54.19,999.8054999999999,1000.0000000000008,0,18.45,PET001,BIODIESEL,305285.95,305304.4,20240328160300045,16:03:00,16:03:00,18.45000000001164,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17472,54.19,199.9611,200.00000000000014,0,3.69,PET001,BIODIESEL,305282.26,305285.95,20240328155953808,16:03:00,16:03:00,3.6900000000023283,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17473,54.19,300.2126,300.0000000000002,0,5.54,PET001,BIODIESEL,305304.4,305309.94,20240328161839199,16:37:00,16:38:00,5.539999999979045,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17474,54.19,1149.9117999999999,1149.9999999999995,0,21.22,PET001,BIODIESEL,305309.94,305331.16,20240328170627695,17:07:00,17:07:00,21.21999999997206,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17475,54.19,100.25150000000001,100.00000000000009,0,1.85,PET001,BIODIESEL,305331.16,305333.01,20240328172321443,17:31:00,17:32:00,1.8500000000349246,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-28,13,1166,1,1,1,2024,3,28,17477,54.19,500.1737,499.99999999999994,0,9.23,PET001,BIODIESEL,305333.01,305342.24,20240328183151891,18:47:00,18:47:00,9.229999999981374,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17570,53.69,1723.449,1723.4500000000007,0,32.1,PET001,BIODIESEL,307461.87,307493.97,20240401150030369,15:06:00,15:06:00,32.09999999997672,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17570,53.69,365.092,365.0899999999997,0,6.8,PET001,BIODIESEL,307493.97,307500.77,20240401150531308,15:06:00,15:06:00,6.800000000046566,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17570,53.69,2200.2162,2200.2200000000007,0,40.98,PET001,BIODIESEL,307420.89,307461.87,20240401145139395,15:06:00,15:06:00,40.97999999998137,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17572,53.69,99.8634,100.00000000000009,0,1.86,PET001,BIODIESEL,307505.43,307507.29,20240401154504175,16:39:00,16:40:00,1.8599999999860302,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17572,53.69,250.1954,250.00000000000003,0,4.66,PET001,BIODIESEL,307500.77,307505.43,20240401154016347,16:39:00,16:40:00,4.659999999974389,2077,JUDY 1,4,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17572,53.69,499.8539,500.0000000000004,0,9.31,PET001,BIODIESEL,307507.29,307516.6,20240401162820228,16:39:00,16:40:00,9.309999999997672,2077,JUDY 1,4,,,,1
